LNum,FName,MName,LName,ClassTitle,GradYear,Email,PhoneNum,Address,ResidenceHallID,RoomID,DOB,EnrollmentStatus,POBox,FERPA,SSN,PreferredName,MealPlan,Notes,EmployeeID,ExcelStudent
9064651125,Lyssa,Nathanial,Dives,Junior,2019,bdives48@posterous.com,725-865-7964,0416 Northland Road,3,14,9/28/1991,dropped,4931,true,2467189618,,14,,,false
9755177480,Lenore,,Rodliff,Freshman,2012,crodliff49@europa.eu,605-571-1899,14843 Dixon Court,4,29,4/15/1989,dropped,2250,true,,Connor,7,,154,false
9566552259,Nanny,,Wilhelmy,Freshman,2018,twilhelmy4a@hhs.gov,310-755-2475,102 Morning Hill,9,14,11/14/1995,transfered,1667,true,,,14,,,true
9309302999,Amandi,Aubrie,Clampett,Senior,2000,pclampett4b@miibeian.gov.cn,366-752-6197,68791 Sunbrook Drive,8,5,3/29/1989,abroad,8693,true,1200645757,,7,,,false
9597063538,Luther,Oriana,Essam,Junior,2003,oessam4c@salon.com,327-811-8937,7212 Scoville Road,1,9,6/25/1995,transfered,5399,false,6011680679,,14,,,true
9057214280,Tim,Vergil,Stoggell,Sophomore,2019,gstoggell4d@liveinternet.ru,883-491-8288,36373 Dunning Street,6,33,11/4/1995,dropped,7862,false,7484192203,,24,,,true
9022236561,Hugibert,Jayson,Brosenius,Freshman,2010,wbrosenius4e@mysql.com,901-366-3985,3 Nevada Parkway,4,22,6/2/1993,active,3361,false,7852701866,,7,,,false
9083963000,Ricki,Marleah,Trembath,Junior,2015,gtrembath4f@weather.com,343-798-4549,271 Riverside Trail,6,19,10/5/1992,abroad,1508,true,4949075190,,7,,,true
9817028229,Ree,Kaylee,Angless,Senior,2018,aangless4g@freewebs.com,789-869-7679,155 Tomscot Drive,2,3,10/10/1990,active,9892,false,2979600666,,7,,,false
9447521813,Efrem,Roxane,Gallacher,Sophomore,2016,tgallacher4h@nbcnews.com,290-499-9466,96 Coleman Hill,2,11,9/28/1994,transfered,7367,false,2164412535,,7,,,false
9423430719,Yalonda,Nikolaus,Marcome,Freshman,2011,cmarcome4i@weebly.com,383-268-5462,228 Southridge Point,2,1,9/10/1995,dropped,5212,true,5598017884,Cammy,14,,163,false
9485422697,Costa,Yevette,Humburton,Sophomore,2000,mhumburton4j@hao123.com,619-836-9225,057 Independence Pass,4,2,6/19/1990,active,8914,false,7173608828,,14,,,false
9711965606,Helaine,Rudolf,Cauderlie,Freshman,2007,scauderlie4k@cpanel.net,738-286-9090,6409 Maple Wood Hill,5,3,12/14/1997,active,1620,true,5486367343,,14,lol,,true
9784753383,Jonathon,Nicole,Scramage,Junior,2020,sscramage4l@indiegogo.com,517-598-5535,1487 Kinsman Junction,6,26,3/22/1995,abroad,1585,false,3646849586,,14,,,false
9597788796,Hedwig,Merle,Spurgin,Sophomore,2007,kspurgin4m@dyndns.org,248-234-9365,2 Pond Alley,1,2,3/31/1994,abroad,1122,false,3020013106,Kelley,14,,167,true
9738119771,Rosita,Joycelin,Ambrogi,Junior,2000,rambrogi4n@clickbank.net,122-322-2696,6 Del Sol Street,7,6,10/8/1993,dropped,9263,true,4319671439,,7,,,true
9455174190,Philipa,Don,Strickland,Junior,2004,sstrickland4o@dyndns.org,687-371-7612,3 Huxley Crossing,6,18,3/12/1996,transfered,9090,false,6217791985,,7,,,false
9480797886,Ailina,Quinn,Standbrook,Senior,2018,kstandbrook4p@nasa.gov,647-274-4545,575 Meadow Ridge Point,7,32,1/18/1992,dropped,1334,true,3529256466,,7,,,false
9274821410,Gwenneth,Reilly,Coase,Freshman,2002,ecoase4q@barnesandnoble.com,484-263-5836,09 Redwing Plaza,4,30,5/17/1995,active,5303,false,5713497173,,7,,,true
9555076049,Thane,Corina,Paramor,Junior,2017,nparamor4r@yellowpages.com,817-396-8455,1883 Fieldstone Pass,5,5,12/14/1997,deferred,1486,false,4415782604,,7,,,true
9175467960,Mimi,,Gumm,Sophomore,2016,ggumm4s@businessinsider.com,962-623-2468,0 Harper Circle,4,28,5/13/1992,transfered,9787,false,,,24,,,true
9693782128,Estel,Jody,Midgely,Senior,2004,kmidgely4t@shutterfly.com,536-551-9991,757 Packers Drive,6,37,6/7/1991,active,7495,false,5754007234,,7,,,true
9304338606,Avril,Della,Seymark,Sophomore,2015,hseymark4u@goodreads.com,675-523-2588,49673 Cody Street,4,32,3/7/1992,abroad,3997,true,7527507003,,24,,,true
9944549322,Ody,Natassia,Hansed,Junior,2006,rhansed4v@cafepress.com,206-666-2476,20 Del Sol Street,2,18,3/28/1996,deferred,9753,true,7817468898,,7,,,false
9787439154,Kim,Leoline,Vanyushkin,Junior,2017,pvanyushkin4w@vimeo.com,140-701-0704,99302 Arkansas Road,9,22,6/12/1994,dropped,2957,true,7640413543,,7,,,true
9160974835,Alec,,Goodred,Junior,2015,kgoodred4x@ucla.edu,275-360-4408,5480 Paget Alley,3,27,9/20/1989,deferred,6725,false,,,7,,,false
9696461566,Son,,Petera,Senior,2019,npetera4y@mtv.com,816-281-1258,2050 Northridge Road,5,10,5/7/1996,dropped,1391,true,,,24,,,false
9618523255,Bell,Norean,Hasser,Senior,2009,rhasser4z@indiatimes.com,127-776-4039,24 Manitowish Street,5,9,8/28/1995,deferred,1082,true,1645814239,,24,,,true
9385287351,Enrichetta,Lynn,Swetland,Senior,2018,mswetland50@sphinn.com,843-976-8108,3 Lakeland Pass,4,3,8/12/1989,abroad,7398,false,1247957956,,14,,,true
9458063844,Isak,Berte,Knight,Junior,2017,sknight51@merriam-webster.com,134-445-6975,02483 Oak Valley Alley,7,3,12/11/1995,transfered,6455,true,3022968942,,24,,,false
9711679168,Trey,Misti,Bertwistle,Senior,2005,bbertwistle52@illinois.edu,284-325-1606,1 Manitowish Place,6,37,5/17/1994,transfered,5610,true,1521738405,,24,lol,,false
9962362197,Aloysia,Bamby,Putton,Freshman,2013,oputton53@plala.or.jp,776-645-3973,473 Magdeline Way,10,23,4/29/1993,abroad,1508,true,8665415635,,24,,,false
9506922883,Greg,Fenelia,Steeples,Sophomore,2019,dsteeples54@hp.com,132-870-1496,27 Sugar Lane,7,33,4/8/1988,dropped,3124,true,5586372475,,14,,,false
9262054446,Mamie,,Empson,Junior,2003,oempson55@sohu.com,299-623-3627,99481 Spohn Circle,2,18,5/1/1988,deferred,6028,true,,,7,,,true
9237328711,Aeriela,Edeline,Anstead,Junior,2007,banstead56@sfgate.com,211-885-1883,039 Del Sol Junction,1,6,3/23/1990,deferred,9563,false,2342682300,,24,,,false
9249664279,Meridel,Jordain,Desseine,Freshman,2017,fdesseine57@xinhuanet.com,352-305-7941,87 4th Park,8,11,11/19/1988,deferred,3653,true,7644241384,,14,,,true
9608456852,Berke,Florie,Greenland,Junior,2018,sgreenland58@washington.edu,972-560-5305,45773 Green Parkway,9,28,2/9/1990,deferred,2843,true,5475812546,,24,,,false
9531028668,Bjorn,Jenelle,Colombier,Senior,2007,dcolombier59@umn.edu,269-203-8223,01 1st Terrace,1,21,1/12/1989,transfered,2541,true,2410086585,,7,,,true
9056506386,Travis,Francene,Jirieck,Freshman,2002,ojirieck5a@reverbnation.com,705-786-6574,90819 Columbus Alley,3,1,2/17/1995,dropped,3939,true,4626844930,,24,lol,,false
9439584855,Chrysler,Martie,Blore,Junior,2016,iblore5b@goo.ne.jp,228-417-5547,5 Grayhawk Plaza,8,11,4/9/1990,dropped,7040,false,3482103397,Inesita,7,,192,true
9107803026,Mitchael,,Ferrari,Senior,2011,mferrari5c@usnews.com,530-434-7749,38854 Doe Crossing Way,8,23,11/10/1989,abroad,9453,true,,Munmro,14,,193,true
9014242904,Immanuel,Nicoline,Briatt,Sophomore,2011,abriatt5d@globo.com,147-247-2908,22294 Sachtjen Hill,6,38,4/5/1995,transfered,4834,true,4389102325,,24,,,false
9960517312,Mord,Jethro,Hawkey,Sophomore,2014,lhawkey5e@over-blog.com,868-822-2640,53171 Grayhawk Junction,9,30,3/21/1988,abroad,7816,false,8470572743,,24,,,false
9494115657,Sibella,Robenia,Piccop,Junior,2014,spiccop5f@eventbrite.com,407-427-3678,16 Karstens Trail,4,16,5/29/1988,dropped,5392,false,1901859313,Stephannie,24,,196,false
9616957198,Ernest,Luisa,Pee,Senior,2008,apee5g@webnode.com,546-475-4543,2218 Messerschmidt Trail,6,27,12/15/1994,dropped,9301,true,5462757746,,14,,,true
9659842489,Kessia,Jeniffer,Djokic,Sophomore,2006,gdjokic5h@forbes.com,582-380-9693,2 Loomis Road,5,1,11/19/1988,abroad,6352,true,3803916088,,7,,,true
9712115644,Cathryn,Abby,Jiroutek,Junior,2015,mjiroutek5i@imgur.com,599-177-4288,54 Drewry Road,2,24,6/11/1994,active,5430,true,6764514078,,14,,,false
9391596658,Genevra,,Kmieciak,Freshman,2003,skmieciak5j@npr.org,559-449-3330,26241 Grayhawk Road,10,28,12/6/1996,abroad,5455,true,,,7,,,true
9539993085,Bill,Powell,Avrahamof,Sophomore,2006,savrahamof5k@skyrock.com,456-654-3432,128 Maryland Way,1,37,10/26/1994,deferred,2818,true,2057787780,,7,,,false
9947638287,Pauly,Michelina,Aleksandrev,Sophomore,2017,baleksandrev5l@gmpg.org,580-208-8763,5666 Arapahoe Plaza,5,31,4/12/1992,dropped,4747,false,7653732065,Barbi,14,,202,false
9509995616,Kristi,Myrilla,Sach,Sophomore,2011,tsach5m@google.ca,148-585-4204,79954 Bluestem Street,7,33,8/21/1997,active,9456,true,2126608548,,14,,,true
9938531572,Nobe,Kirstyn,Lawton,Junior,2019,alawton5n@ehow.com,707-595-8138,6 Springview Park,10,19,4/17/1988,deferred,9978,true,1134708892,,24,,,false
9001203608,Emma,,McGavigan,Junior,2020,kmcgavigan5o@tripadvisor.com,670-608-7762,323 Sugar Court,5,24,6/9/1994,deferred,4585,false,,,14,,,false
9437013526,Stephine,Wyatan,Vaskin,Freshman,2018,avaskin5p@cocolog-nifty.com,125-273-9970,5042 Pleasure Way,3,4,7/16/1991,dropped,9797,false,9072544943,,24,,,true
9863477284,Laney,,Satterley,Senior,2011,msatterley5q@nsw.gov.au,806-618-3987,006 Mcbride Terrace,7,26,3/30/1993,deferred,5252,false,,,7,lol,,true
9824066969,Sari,Caddric,Nigh,Junior,2007,gnigh5r@unesco.org,482-593-9941,6157 American Avenue,3,3,7/19/1993,active,6312,false,7992482986,Gayle,24,lol,208,false
9589757922,Lark,,Huchot,Freshman,2012,dhuchot5s@dmoz.org,120-962-5991,509 Leroy Crossing,9,32,8/23/1995,abroad,2689,false,,Duky,7,,209,true
9723030035,Desi,,D'Oyley,Senior,2012,jdoyley5t@zimbio.com,840-676-7132,7 Prentice Way,7,17,9/19/1988,transfered,5297,true,,Jorie,7,lol,210,true
9448550367,Vergil,Quintilla,Hadlee,Senior,2001,ehadlee5u@behance.net,426-668-9757,9 Prairieview Road,2,8,10/12/1991,dropped,9434,false,6829704837,Eugenius,24,,211,false
9297200800,Sonja,,Heitz,Junior,2014,cheitz5v@blogtalkradio.com,858-161-1393,7 Brentwood Place,6,25,8/2/1990,abroad,4753,true,,,24,,,false
9644883044,Barron,Gerry,Berkeley,Freshman,2001,rberkeley5w@usa.gov,883-764-8935,734 Main Park,5,37,3/30/1995,transfered,8103,true,5177396437,,24,,,false
9284015697,Bealle,Isador,Gatus,Sophomore,2013,bgatus5x@tumblr.com,440-758-5295,7 Towne Pass,9,18,2/16/1997,transfered,4263,false,3892743804,,14,,,false
9537718629,Fabiano,Buiron,Brahm,Freshman,2001,rbrahm5y@is.gd,559-640-5216,4972 Meadow Valley Lane,1,16,1/17/1997,active,1920,true,5890953451,,7,,,true
9252548676,Garret,Brittany,Bassilashvili,Sophomore,2018,ebassilashvili5z@hud.gov,552-190-2989,80 Golf Circle,2,8,9/11/1995,abroad,8121,false,3939932101,Emeline,24,,216,true
9331543113,Rory,Savina,Fransseni,Senior,2002,afransseni60@google.com.br,229-740-5134,421 Mayer Pass,2,11,7/8/1993,transfered,3149,false,7994926206,,7,,,true
9142165376,Timmie,Kalinda,Tann,Sophomore,2001,ctann61@plala.or.jp,791-378-5428,89170 Forest Dale Pass,6,39,2/16/1988,deferred,9940,false,9952454613,Cathrin,14,,218,true
9853215623,Nannie,Donella,Wilgar,Sophomore,2009,hwilgar62@weather.com,941-436-0517,85 Hovde Avenue,2,10,11/28/1994,active,3574,true,7058198345,,24,,,false
9819381279,Scotty,,Deeny,Junior,2001,adeeny63@dion.ne.jp,320-703-2791,68 Badeau Avenue,8,21,12/29/1993,deferred,6583,true,,,14,,,true
9813651784,Engracia,Maddalena,Heinrich,Freshman,2008,rheinrich64@apache.org,551-237-1252,801 Annamark Trail,10,17,8/31/1991,active,7812,true,2395899048,Rhodie,14,,221,true
9666235401,Shina,,Badder,Freshman,2006,abadder65@networksolutions.com,797-953-3317,4030 Forest Dale Street,8,12,5/2/1997,dropped,9857,true,,,7,,,true
9067737307,Romy,Shermy,Lafayette,Freshman,2007,slafayette66@unblog.fr,223-878-2123,40 Green Plaza,4,5,3/6/1989,deferred,4421,true,4305010005,Sarina,24,,223,false
9534827965,Davita,Nollie,Briddle,Freshman,2014,sbriddle67@instagram.com,367-505-2954,93810 Kings Plaza,1,11,9/23/1994,dropped,6885,false,2446081049,,7,lol,,true
9083597592,Clary,,Wimmers,Senior,2005,wwimmers68@aboutads.info,888-719-9309,63 Dapin Hill,10,39,8/19/1995,abroad,5733,false,,,14,,,false
9687045208,Theresita,,Goncaves,Sophomore,2018,sgoncaves69@linkedin.com,525-330-9644,2237 Garrison Park,1,11,2/9/1995,active,8474,true,,,24,,,false
9701486417,Bernice,Jermaine,Chapelle,Sophomore,2018,mchapelle6a@gizmodo.com,827-785-1154,23575 Ramsey Alley,9,35,11/4/1991,abroad,8185,true,5610237677,,24,,,true
9933511989,Rochette,,Cescon,Junior,2003,ecescon6b@squidoo.com,251-738-1618,6 Ryan Lane,9,12,9/17/1994,active,4106,false,,,14,,,false
9320964475,Shell,,Drackford,Freshman,2020,cdrackford6c@wix.com,348-937-5716,2 Charing Cross Park,5,33,4/12/1993,abroad,7371,false,,Clareta,14,,229,true
9486831134,Marga,,Wiseman,Senior,2006,kwiseman6d@ameblo.jp,635-622-7854,7693 Raven Terrace,3,18,2/18/1995,active,5051,true,,Kiley,7,,230,false
9460635793,Idaline,Mahalia,Huggens,Freshman,2005,rhuggens6e@homestead.com,273-906-1061,88766 Evergreen Crossing,7,18,1/28/1991,deferred,8069,true,8152499556,,14,,,true
9043504567,Scarlet,Jessika,Wescott,Freshman,2014,gwescott6f@lulu.com,961-104-1914,18920 Lunder Park,8,1,11/2/1994,deferred,1745,true,6099638742,,7,,,false
9708208560,Aaren,Vinson,Roggieri,Junior,2008,eroggieri6g@cpanel.net,447-482-9573,7057 Kings Junction,10,14,3/30/1988,deferred,6089,true,6752955980,,24,,,false
9500632805,Jourdain,Man,Fehners,Senior,2002,kfehners6h@sina.com.cn,161-484-3935,4244 La Follette Road,8,12,4/5/1997,active,3131,false,6515889742,,24,,,true
9563908087,Cloris,Nerti,Emtage,Junior,2001,wemtage6i@list-manage.com,612-461-0373,805 Ronald Regan Circle,6,38,9/29/1994,transfered,8665,false,1749798260,,7,,,false
9944025704,Felicdad,Michelle,Killough,Sophomore,2016,ckillough6j@mayoclinic.com,197-981-1109,8700 Park Meadow Lane,1,13,10/20/1994,dropped,1397,true,7510501785,,14,,,true
9053292702,Lorry,,Bartlomieczak,Junior,2002,tbartlomieczak6k@yellowpages.com,106-264-3797,8 Bartelt Court,2,31,4/18/1992,deferred,1848,true,,,14,,,true
9111702662,Kellsie,Gage,Kingsnorth,Junior,2006,mkingsnorth6l@alibaba.com,483-454-5641,197 Londonderry Pass,7,24,7/13/1988,active,5172,true,6750179550,,7,,,true
9922969450,Anabal,Ajay,Thebes,Sophomore,2020,dthebes6m@sourceforge.net,529-156-3094,1 Judy Place,1,6,9/23/1992,dropped,6137,false,6062069274,,7,,,false
9879199668,Shawn,Sammy,Rofe,Junior,2009,grofe6n@weather.com,610-312-2081,00 Golf View Terrace,3,23,2/6/1995,active,5145,true,8735894448,Griz,24,,240,false
9582469361,Barby,,McDonald,Freshman,2018,amcdonald6o@weibo.com,496-604-1771,33 Lakewood Crossing,6,3,11/9/1994,deferred,5780,true,,,24,,,true
9144889964,Noami,Ruddy,Cardenoza,Junior,2012,gcardenoza6p@tripod.com,799-358-9999,618 Moland Avenue,1,10,12/7/1989,dropped,2290,true,6572025699,,24,,,true
9029364269,Eugenio,Cristabel,Baskeyfield,Freshman,2000,gbaskeyfield6q@seesaa.net,862-935-5606,61 Brickson Park Court,3,24,5/26/1995,deferred,6948,false,5332551538,,24,,,true
9497916865,Natty,,Pledge,Freshman,2018,fpledge6r@edublogs.org,129-678-6038,3 Hollow Ridge Alley,6,35,4/21/1993,transfered,6175,false,,,14,,,true
9103475068,Norry,Cam,Reeken,Junior,2018,areeken6s@usgs.gov,418-376-1620,19 Glacier Hill Crossing,10,14,3/24/1997,dropped,7400,false,5305738170,,24,,,true
9953516597,Jarib,,Lebarree,Freshman,2007,flebarree6t@1und1.de,565-824-4308,059 Dapin Terrace,7,23,10/6/1995,abroad,9573,false,,Fernandina,7,,246,true
9121370010,Arie,,Sandars,Sophomore,2011,ksandars6u@mapy.cz,204-949-1287,025 Lakeland Crossing,8,16,1/9/1993,abroad,4278,false,,,24,,,false
9986533136,Micky,Morgan,Mouth,Freshman,2009,rmouth6v@loc.gov,266-360-1166,25363 Washington Lane,2,18,1/30/1996,dropped,3181,false,5050217517,,24,,,true
9416970444,Abey,,Jessel,Sophomore,2017,cjessel6w@4shared.com,852-219-2334,2 Continental Junction,10,13,4/15/1992,transfered,9517,true,,,7,,,false
9179095600,Windy,Mady,MacGall,Sophomore,2010,jmacgall6x@hao123.com,391-824-6944,77613 Crescent Oaks Drive,10,29,6/11/1992,active,7958,true,2212314029,Joanna,24,,250,false
9005751599,Indira,Claudelle,Das,Sophomore,2004,cdas6y@rambler.ru,707-365-6124,60 3rd Lane,10,27,1/24/1993,dropped,8691,true,4750447956,,14,,,false
9336632457,Saleem,Renault,Such,Senior,2020,esuch6z@de.vu,610-857-2148,7889 Sutherland Place,5,30,2/2/1995,transfered,2679,false,9058179888,,24,,,true
9992915108,Creighton,Georgie,Rankine,Senior,2018,prankine70@cargocollective.com,182-598-0926,8696 Grayhawk Crossing,7,38,5/11/1993,active,6282,false,7993422738,,14,,,false
9959942399,Lynna,,Marklin,Sophomore,2009,mmarklin71@ihg.com,165-335-2543,3 Katie Crossing,4,20,3/20/1989,dropped,6384,false,,,24,,,true
9227487875,Kerry,Cybill,Drury,Junior,2001,jdrury72@naver.com,616-387-7121,0138 Katie Road,6,34,7/19/1995,active,4011,false,7706823244,Jenna,14,,255,false
9003382530,Lonnie,Dody,Sneath,Sophomore,2007,asneath73@blogger.com,942-935-6842,953 Summer Ridge Drive,2,40,11/20/1992,active,7524,true,8966068108,Alexandros,7,,256,true
9547706109,Jeramey,Clayson,Sherer,Sophomore,2018,ssherer74@g.co,630-855-3901,1675 Mallory Drive,10,35,3/16/1988,active,5510,true,3408681914,,14,,,true
9400789124,Ulla,Jolie,Spavins,Senior,2017,aspavins75@mtv.com,571-295-7899,90 Talmadge Way,5,36,10/8/1993,transfered,1199,true,6007142670,,14,,,false
9685380855,Tobye,Marcellina,Fillingham,Sophomore,2016,jfillingham76@freewebs.com,563-374-1363,8 Killdeer Drive,2,18,12/1/1990,transfered,5998,true,4335263945,,7,,,true
9491200438,Dewey,Cecelia,Wellings,Junior,2008,fwellings77@behance.net,462-908-0372,2546 Kings Trail,10,28,6/11/1990,dropped,2151,false,3020519292,,7,,,false
9958253967,Pennie,Mikael,Jillions,Freshman,2020,ajillions78@ihg.com,111-507-5824,490 Butterfield Court,8,30,11/6/1988,transfered,5354,true,7102341610,,24,,,true
9340915661,Malorie,Ami,Miller,Senior,2018,lmiller79@google.co.uk,528-636-4219,9 Ryan Court,1,35,11/24/1989,active,6270,true,7712380984,,14,,,true
9744732282,Lisa,,Norres,Junior,2018,anorres7a@a8.net,388-756-6761,40 Grayhawk Place,7,11,2/20/1992,deferred,6600,true,,,24,lol,,false
9469305427,Theodosia,Rolph,Pandie,Sophomore,2011,bpandie7b@com.com,392-440-0240,1379 John Wall Drive,5,23,8/10/1990,abroad,5244,false,1876395419,,14,,,true
9932698877,Inna,Huntley,Moroney,Freshman,2016,lmoroney7c@va.gov,434-989-9589,2142 Sherman Court,8,37,4/30/1995,transfered,4351,false,7856093702,,7,,,true
9451995832,Quentin,Lyle,Hargitt,Freshman,2018,hhargitt7d@ehow.com,512-992-1168,6093 Buell Pass,7,11,4/7/1991,transfered,3087,false,3759599813,,14,,,true
9822639610,Virgie,Kathlin,Lowey,Sophomore,2005,tlowey7e@opera.com,768-222-0378,722 Graedel Street,10,9,1/20/1997,deferred,8351,false,8024016329,,7,,,true
9699687233,Abigail,Marchelle,Normanvell,Sophomore,2018,lnormanvell7f@gravatar.com,928-499-9412,964 Marquette Park,1,17,12/11/1992,abroad,3561,true,2398038317,,7,,,false
9210572645,Thaine,Taddeusz,Towson,Junior,2004,wtowson7g@indiatimes.com,206-405-7183,6 Hanson Alley,3,40,7/1/1990,deferred,3120,false,2694566201,,24,,,false
9715431527,Lane,Ibbie,O'Grada,Freshman,2006,wograda7h@vistaprint.com,318-306-6627,01 Anhalt Pass,2,27,2/1/1989,deferred,1991,false,2977605287,,14,,,true
9462216223,Brennan,Eveline,Pranger,Sophomore,2018,opranger7i@nationalgeographic.com,115-735-1936,161 Northfield Terrace,9,16,5/6/1993,active,3128,true,7025891883,,7,,,false
9909479770,Darill,Belinda,Genge,Sophomore,2006,ggenge7j@va.gov,374-975-5727,5724 Mallory Terrace,3,34,3/28/1995,active,3046,false,2289149957,,7,,,false
9696194616,Vivia,Enos,Ballinghall,Freshman,2005,cballinghall7k@china.com.cn,381-845-3271,4319 Carey Park,6,38,6/22/1992,dropped,3227,false,2014211098,,24,,,false
9849819448,Fania,Allx,Gleadhell,Sophomore,2018,dgleadhell7l@usda.gov,628-806-4385,4 Loeprich Road,3,37,5/24/1996,transfered,9627,false,9265823998,Dugald,7,,274,false
9224866024,Nona,Shelley,Klousner,Senior,2009,gklousner7m@artisteer.com,814-640-3627,13 Lunder Place,8,3,7/21/1990,deferred,8852,false,1634987644,Giustina,24,,275,true
9396888516,Violette,Simone,Gowdy,Sophomore,2018,bgowdy7n@1und1.de,914-475-6056,81634 3rd Lane,4,1,6/16/1988,dropped,9084,true,3489090638,,14,,,true
9096157500,Sauncho,Any,Kenan,Freshman,2001,wkenan7o@amazonaws.com,285-341-6631,71 Emmet Court,9,39,2/26/1989,abroad,9826,false,3011216486,,24,,,true
9631036022,Humfrid,Celestine,Biever,Freshman,2006,tbiever7p@naver.com,385-333-0197,33 Texas Road,8,19,8/19/1995,active,1337,true,6712064806,,24,,,true
9568554629,Blythe,,Marre,Junior,2002,ymarre7q@github.io,518-139-0664,71 Swallow Place,3,35,9/24/1993,transfered,4104,false,,Yorgo,14,,279,true
9559946467,Meredith,Sherwin,Facer,Sophomore,2004,mfacer7r@biglobe.ne.jp,521-862-9623,56 Larry Place,7,7,12/16/1989,dropped,8599,true,8614286325,,7,,,false
9185488695,Nikita,Sadella,Mcall,Junior,2019,rmcall7s@istockphoto.com,160-274-3698,92259 Sullivan Center,7,36,5/17/1997,transfered,7266,false,8724227193,,14,,,true
9358803995,Bealle,Gilly,Beloe,Junior,2019,lbeloe7t@guardian.co.uk,513-165-6734,96 Cody Circle,2,32,9/18/1995,transfered,4210,false,9663285368,Letisha,24,,282,false
9018553108,Ezechiel,,McElmurray,Senior,2015,gmcelmurray7u@tamu.edu,361-589-3085,6418 Meadow Valley Pass,1,7,3/4/1988,transfered,9827,true,,,24,lol,,true
9656975342,Abbey,Arte,McGinny,Senior,2002,mmcginny7v@loc.gov,646-183-1813,2116 Delladonna Point,1,24,12/30/1997,transfered,3038,true,8134290517,,7,,,false
9279882241,Essa,,Jeffries,Senior,2011,ljeffries7w@fc2.com,787-692-3293,4174 Elmside Street,5,20,10/3/1995,transfered,8738,false,,Lisha,24,,285,true
9692186393,Suzie,,Self,Freshman,2012,gself7x@nationalgeographic.com,611-820-8304,24 Haas Parkway,8,13,7/27/1989,abroad,9870,false,,,7,,,true
9342554683,Cherin,Hubert,Raigatt,Senior,2004,araigatt7y@wufoo.com,566-586-6283,0 Debra Place,6,12,2/24/1995,abroad,2136,false,8960703391,,24,,,false
9553070558,Jo ann,Terrance,Martellini,Sophomore,2014,jmartellini7z@behance.net,114-364-4378,20 Iowa Court,6,10,7/10/1993,dropped,9608,true,7290216642,Jasmin,14,,288,false
9260884276,Blanca,Kordula,Masham,Sophomore,2014,nmasham80@vkontakte.ru,501-673-2263,824 Mandrake Street,3,13,7/14/1990,deferred,1020,false,2228580825,,7,,,true
9721827669,Karon,Cordelia,Shireff,Freshman,2005,cshireff81@baidu.com,838-312-3905,42371 Graceland Way,10,16,6/15/1991,transfered,8334,true,6564125165,,14,,,true
9496332523,Roberta,Tressa,Aberkirdo,Senior,2016,daberkirdo82@biblegateway.com,472-468-3329,6203 Longview Crossing,6,14,11/19/1993,abroad,8712,true,7535516130,,7,,,false
9572880209,Abbe,,Burg,Freshman,2003,uburg83@loc.gov,185-744-3199,30126 Butternut Center,5,35,6/22/1989,active,9397,true,,Ula,24,,292,true
9996607226,Trudy,Letti,Leckenby,Freshman,2010,oleckenby84@twitpic.com,676-747-6711,9 Knutson Center,9,8,12/31/1997,abroad,7367,false,5482535703,,14,,,true
9468272804,Connie,Ame,Gocke,Freshman,2001,agocke85@theatlantic.com,855-185-4699,4855 Chive Crossing,10,33,9/25/1989,active,7009,true,8609981713,,14,,,true
9572187818,Sam,Yolanthe,Yegorkov,Junior,2016,myegorkov86@gnu.org,251-913-4944,01859 Forest Run Trail,8,22,3/3/1991,abroad,3548,true,6457994534,,24,lol,,true
9041597979,Othello,Michele,Stickland,Sophomore,2020,cstickland87@hud.gov,759-450-4065,99575 Farragut Terrace,3,11,8/19/1989,abroad,8515,false,3537795119,,24,,,true
9404923177,Karyl,Friederike,Farrall,Junior,2015,kfarrall88@apache.org,674-548-1835,7 Crest Line Crossing,6,27,5/21/1990,deferred,5063,true,3336789443,,14,,,true
9779687483,Dal,Hewitt,Blick,Senior,2017,kblick89@phpbb.com,486-451-7195,8 Lien Park,9,21,5/20/1995,active,6303,true,6693734075,Kerri,24,,298,true
9407236321,Sigfrid,Olivier,Dawby,Sophomore,2007,adawby8a@csmonitor.com,724-919-7090,6 Oakridge Avenue,9,16,9/27/1994,abroad,9917,false,1049940609,,14,,,true
9811282090,Rozele,Noby,Meddings,Sophomore,2019,rmeddings8b@mac.com,491-490-6510,4 Butternut Road,1,27,5/31/1990,active,2790,true,2184038917,,7,,,false
9455028967,Udell,Ruby,Human,Freshman,2020,vhuman8c@redcross.org,330-969-1024,7901 Troy Plaza,8,15,8/31/1988,active,3296,true,7585024176,Vin,7,,301,false
9621419260,Dehlia,Ibbie,Lionel,Freshman,2018,glionel8d@facebook.com,556-882-9400,1299 Bowman Hill,6,14,9/23/1991,dropped,4505,true,2260600517,,24,,,false
9449151012,Antonius,Zsa zsa,Smedmoor,Senior,2020,fsmedmoor8e@sourceforge.net,400-878-3046,27 Oak Valley Way,9,1,12/25/1992,transfered,2477,false,1078221959,Florri,24,,303,false
9464842831,Tatum,Agneta,Gethyn,Sophomore,2009,pgethyn8f@biblegateway.com,298-300-1890,25785 Arizona Parkway,4,4,11/1/1995,deferred,5810,true,4226867615,,7,,,true
9540131265,Jeana,Brand,Bearsmore,Sophomore,2009,bbearsmore8g@merriam-webster.com,987-530-5268,3 Lakewood Gardens Road,7,35,7/9/1995,dropped,2567,true,6978448051,,14,,,false
